"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","qualtricsId","responses","invalidEntries","response0","image","imageName","naming_response","Actual.Completion.Code","age","gender","education_level","languages_besides_english","language_1","language_2","language_3","language_4","other_languages","native_language","category","category_plural","typicality_subjective","animal_name","original_image_name","source","final_image_name","final_image_name_ext","image_experiment_name","image_path"
"",3828,"survey-text-columnResponse",9,55598,"0.0-9.0","p873252","3,6,0,6,5,6,6,0","R_2tbSV12IOupOyOp","{""Q0"":""FISH""}",0,"FISH","lib/images/angelfish_600x600.jpg","angelfish","fish","MmIPlSzNAMINALYFuCeiNYPh","34","Female","Bachelor's Degree","No","","","","","","","fish","fish","typical","angelfish","angelfish_mz_2","https://www.pexels.com/photo/angel-fish-blueface-angel-coral-marine-fish-1699246/","angelfish","_600x600.jpg","angelfish_600x600.jpg","../images/angelfish_600x600.jpg"
"",2773,"survey-text-columnResponse",10,58575,"0.0-10.0","p873252","3,6,0,6,5,6,6,0","R_2tbSV12IOupOyOp","{""Q0"":""CAT""}",0,"CAT","lib/images/americancurl_600x600.jpg","americancurl","cat","MmIPlSzNAMINALYFuCeiNYPh","34","Female","Bachelor's Degree","No","","","","","","","cat","cats","atypical","American Curl","americancurl_mz_1","https://commons.wikimedia.org/wiki/File:American_curl_fond_blanc.jpg","americancurl","_600x600.jpg","americancurl_600x600.jpg","../images/americancurl_600x600.jpg"
"[{""page_index"":0,""viewing_time"":6172}]",6173,"instructions",0,6237,"0.0-0.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","",NA,"","","","","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",5647,"survey-text-columnResponse",1,11888,"0.0-1.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",3212,"survey-text-columnResponse",2,15307,"0.0-2.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""fish""}",0,"fish","lib/images/bluetang_600x600.jpg","bluetang","fish","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","","fish","fish","typical","blue tang","bluetang_mz_2","https://unsplash.com/photos/9FvTOCfvt_w","bluetang","_600x600.jpg","bluetang_600x600.jpg","../images/bluetang_600x600.jpg"
"",2968,"survey-text-columnResponse",3,18481,"0.0-3.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""cat""}",0,"cat","lib/images/cornishrex_600x600.jpg","cornishrex","cat","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","","cat","cats","atypical","Cornish rex","cornishrex_mz_1","https://commons.wikimedia.org/wiki/File:Cornish_Rex.jpg","cornishrex","_600x600.jpg","cornishrex_600x600.jpg","../images/cornishrex_600x600.jpg"
"",3271,"survey-text-columnResponse",4,21962,"0.0-4.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""cat""}",0,"cat","lib/images/burmese_600x600.jpg","burmese","cat","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","","cat","cats","typical","burmese","burmese_hw","https://pixabay.com/photos/animals-cute-cat-pet-breed-burmese-3273782/","burmese","_600x600.jpg","burmese_600x600.jpg","../images/burmese_600x600.jpg"
"",8371,"survey-text-columnResponse",5,30538,"0.0-5.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""puff fish""}",0,"puff fish","lib/images/pufferfish_600x600.jpg","pufferfish","puff fish","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","","fish","fish","atypical","pufferfish","pufferfish_er","EmbersonRubenstein","pufferfish","_600x600.jpg","pufferfish_600x600.jpg","../images/pufferfish_600x600.jpg"
"",4897,"survey-text-columnResponse",6,35640,"0.0-6.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",5657,"survey-text-columnResponse",7,41505,"0.0-7.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""parrott""}",0,"parrott","lib/images/parrot_600x600.jpg","parrot","parrott","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","","bird","birds","typical","parrot","parrot_boss","BOSS","parrot","_600x600.jpg","parrot_600x600.jpg","../images/parrot_600x600.jpg"
"",4249,"survey-text-columnResponse",8,45958,"0.0-8.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""vulture""}",0,"vulture","lib/images/vulture_600x600.jpg","vulture","vulture","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","","bird","birds","atypical","vulture","vulture_boss","BOSS","vulture","_600x600.jpg","vulture_600x600.jpg","../images/vulture_600x600.jpg"
"",6762,"survey-text-columnResponse",9,52926,"0.0-9.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""siberian husky""}",0,"siberian husky","lib/images/husky_600x600.jpg","husky","siberian husky","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","","dog","dogs","typical","siberian husky","husky_hw","https://pixabay.com/photos/dog-husky-sled-dog-animal-2016708/","husky","_600x600.jpg","husky_600x600.jpg","../images/husky_600x600.jpg"
"",7232,"survey-text-columnResponse",10,60360,"0.0-10.0","p873752","9,5,1,4,0,7,4,2","R_2XnuqzWE9SIle9c","{""Q0"":""llaso apso""}",0,"llaso apso","lib/images/afghanhound_600x600.jpg","afghanhound","llaso apso","UUpXzMDNAMINALorMeLEUwxT","25","Male","Some College","No","","","","","","","dog","dogs","atypical","afghan hound","afghanhound_mz_1","https://commons.wikimedia.org/wiki/File:Arabian_Hound_001_U.jpg","afghanhound","_600x600.jpg","afghanhound_600x600.jpg","../images/afghanhound_600x600.jpg"
"[{""page_index"":0,""viewing_time"":11227}]",11230,"instructions",0,11263,"0.0-0.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","",NA,"","","","","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",9251,"survey-text-columnResponse",1,20523,"0.0-1.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""GIRAFFE""}",0,"GIRAFFE","lib/images/giraffe.jpg","giraffe.jpg","giraffe","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",36114,"survey-text-columnResponse",2,56844,"0.0-2.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""BEAR""}",0,"BEAR","lib/images/sheepdog_600x600.jpg","sheepdog","bear","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english","dog","dogs","atypical","sheepdog","sheepdog_er","EmbersonRubenstein","sheepdog","_600x600.jpg","sheepdog_600x600.jpg","../images/sheepdog_600x600.jpg"
"",54569,"survey-text-columnResponse",3,111620,"0.0-3.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""CAT""}",0,"CAT","lib/images/egyptianmau_600x600.jpg","egyptianmau","cat","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english","cat","cats","typical","mau","egyptianmau_mz_1","https://commons.wikimedia.org/wiki/File:Egyptian_Mau_Bronze.jpg","egyptianmau","_600x600.jpg","egyptianmau_600x600.jpg","../images/egyptianmau_600x600.jpg"
"",18219,"survey-text-columnResponse",4,130043,"0.0-4.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""CAT""}",0,"CAT","lib/images/owl_600x600.jpg","owl","cat","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english","bird","birds","atypical","owl","owl_boss","BOSS","owl","_600x600.jpg","owl_600x600.jpg","../images/owl_600x600.jpg"
"",17225,"survey-text-columnResponse",5,147474,"0.0-5.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""DOG""}",0,"DOG","lib/images/dalmatian_600x600.jpg","dalmatian","dog","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english","dog","dogs","typical","dalmatian","dalmatian_boss","BOSS","dalmatian","_600x600.jpg","dalmatian_600x600.jpg","../images/dalmatian_600x600.jpg"
"",9809,"survey-text-columnResponse",6,157490,"0.0-6.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""HORSE""}",0,"HORSE","lib/images/horse.jpg","horse.jpg","horse","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",10236,"survey-text-columnResponse",7,167939,"0.0-7.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""DEER""}",0,"DEER","lib/images/cornishrex_600x600.jpg","cornishrex","deer","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english","cat","cats","atypical","Cornish rex","cornishrex_mz_1","https://commons.wikimedia.org/wiki/File:Cornish_Rex.jpg","cornishrex","_600x600.jpg","cornishrex_600x600.jpg","../images/cornishrex_600x600.jpg"
"",12608,"survey-text-columnResponse",8,180754,"0.0-8.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""EAGLE""}",0,"EAGLE","lib/images/falcon_600x600.jpg","falcon","eagle","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english","bird","birds","typical","falcon","falcon_mz_1","https://upload.wikimedia.org/wikipedia/commons/9/9a/Falco_peregrinus_good_-_Christopher_Watson.jpg","falcon","_600x600.jpg","falcon_600x600.jpg","../images/falcon_600x600.jpg"
"",13053,"survey-text-columnResponse",9,194018,"0.0-9.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""BIRDS""}",0,"BIRDS","lib/images/stingray_600x600.jpg","stingray","birds","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english","fish","fish","atypical","stingray","stingray_boss","BOSS","stingray","_600x600.jpg","stingray_600x600.jpg","../images/stingray_600x600.jpg"
"",10102,"survey-text-columnResponse",10,204327,"0.0-10.0","p874001","3,3,1,7,6,2,7,3","R_uwyGjztzkibZAEF","{""Q0"":""FISH""}",0,"FISH","lib/images/bluegill_600x600.jpg","bluegill","fish","yTSeDhLNAMINALHqMQpwQhhE","28","Male","Bachelor's Degree","Yes","ENGLISH","","","","","english","fish","fish","typical","bluegill","bluegill_mz","https://commons.wikimedia.org/wiki/File:Bluegill_(fish).jpg","bluegill","_600x600.jpg","bluegill_600x600.jpg","../images/bluegill_600x600.jpg"
"[{""page_index"":0,""viewing_time"":5555}]",5556,"instructions",0,5598,"0.0-0.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","",NA,"","","","","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",4474,"survey-text-columnResponse",1,10074,"0.0-1.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",7034,"survey-text-columnResponse",2,17314,"0.0-2.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""bird""}",0,"bird","lib/images/kingfisher_600x600.jpg","kingfisher","bird","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","","bird","birds","atypical","king fisher","kingfisher_boss","BOSS","kingfisher","_600x600.jpg","kingfisher_600x600.jpg","../images/kingfisher_600x600.jpg"
"",2589,"survey-text-columnResponse",3,20106,"0.0-3.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""cat""}",0,"cat","lib/images/toyger_600x600.jpg","toyger","cat","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","","cat","cats","typical","toyger","toyger_mz_2","https://www.flickr.com/photos/erlon10/8088944726","toyger","_600x600.jpg","toyger_600x600.jpg","../images/toyger_600x600.jpg"
"",3352,"survey-text-columnResponse",4,23666,"0.0-4.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""fish""}",0,"fish","lib/images/bluegill_600x600.jpg","bluegill","fish","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","","fish","fish","typical","bluegill","bluegill_mz","https://commons.wikimedia.org/wiki/File:Bluegill_(fish).jpg","bluegill","_600x600.jpg","bluegill_600x600.jpg","../images/bluegill_600x600.jpg"
"",2998,"survey-text-columnResponse",5,26882,"0.0-5.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""dog""}",0,"dog","lib/images/yorkshireterrier_600x600.jpg","yorkshireterrier","dog","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","","dog","dogs","atypical","yorkshire terrier","yorkshireterrier_hw","https://pixabay.com/photos/yorkshire-terrier-terrier-dog-361730/","yorkshireterrier","_600x600.jpg","yorkshireterrier_600x600.jpg","../images/yorkshireterrier_600x600.jpg"
"",3298,"survey-text-columnResponse",6,30394,"0.0-6.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",6898,"survey-text-columnResponse",7,37498,"0.0-7.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""seagull""}",0,"seagull","lib/images/seagull_600x600.jpg","seagull","seagull","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","","bird","birds","typical","seagull","seagull_mz","https://unsplash.com/photos/qrP9Q4ttNLs","seagull","_600x600.jpg","seagull_600x600.jpg","../images/seagull_600x600.jpg"
"",6350,"survey-text-columnResponse",8,44066,"0.0-8.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""cat""}",0,"cat","lib/images/sandcat_600x600.jpg","sandcat","cat","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","","cat","cats","atypical","sandcat","sandcat_mz","https://upload.wikimedia.org/wikipedia/commons/7/70/Sand_cat_%284571207173%29.jpg","sandcat","_600x600.jpg","sandcat_600x600.jpg","../images/sandcat_600x600.jpg"
"",8235,"survey-text-columnResponse",9,52515,"0.0-9.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""hound""}",0,"hound","lib/images/beagle_600x600.jpg","beagle","hound","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","","dog","dogs","typical","beagle","beagle_mz_4","https://commons.wikimedia.org/wiki/File:Beagle_1.jpg","beagle","_600x600.jpg","beagle_600x600.jpg","../images/beagle_600x600.jpg"
"",2954,"survey-text-columnResponse",10,55674,"0.0-10.0","p87437","1,8,4,8,7,1,5,3","R_3Pjel8mHNUELzBH","{""Q0"":""fish""}",0,"fish","lib/images/salmon_600x600.jpg","salmon","fish","mLPXLUNNAMINALnybnfXplNV","32","Female","Bachelor's Degree","No","","","","","","","fish","fish","atypical","salmon","salmon_boss","BOSS","salmon","_600x600.jpg","salmon_600x600.jpg","../images/salmon_600x600.jpg"
"[{""page_index"":0,""viewing_time"":57097}]",57099,"instructions",0,57212,"0.0-0.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","",NA,"","","","","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",8127,"survey-text-columnResponse",1,65349,"0.0-1.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",6791,"survey-text-columnResponse",2,72345,"0.0-2.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""blue jay""}",0,"blue jay","lib/images/bluejay_600x600.jpg","bluejay","blue jay","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","","bird","birds","typical","bluejay","bluejay_boss","BOSS","bluejay","_600x600.jpg","bluejay_600x600.jpg","../images/bluejay_600x600.jpg"
"",2761,"survey-text-columnResponse",3,75310,"0.0-3.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""dog""}",0,"dog","lib/images/afghanhound_600x600.jpg","afghanhound","dog","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","","dog","dogs","atypical","afghan hound","afghanhound_mz_1","https://commons.wikimedia.org/wiki/File:Arabian_Hound_001_U.jpg","afghanhound","_600x600.jpg","afghanhound_600x600.jpg","../images/afghanhound_600x600.jpg"
"",2769,"survey-text-columnResponse",4,78285,"0.0-4.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""fish""}",0,"fish","lib/images/lionfish_600x600.jpg","lionfish","fish","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","","fish","fish","atypical","lion fish","lionfish_mz","https://unsplash.com/photos/gULJzSnDuZU","lionfish","_600x600.jpg","lionfish_600x600.jpg","../images/lionfish_600x600.jpg"
"",12520,"survey-text-columnResponse",5,91013,"0.0-5.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""bird""}",0,"bird","lib/images/vulture_600x600.jpg","vulture","bird","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","","bird","birds","atypical","vulture","vulture_boss","BOSS","vulture","_600x600.jpg","vulture_600x600.jpg","../images/vulture_600x600.jpg"
"",2112,"survey-text-columnResponse",6,93332,"0.0-6.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",1840,"survey-text-columnResponse",7,95375,"0.0-7.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""cat""}",0,"cat","lib/images/britishshorthair_600x600.jpg","britishshorthair","cat","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","","cat","cats","typical","british shorthair","britishshorthair_mz_2","https://commons.wikimedia.org/wiki/File:British_Shorthair._Female._18_months_old.jpg","britishshorthair","_600x600.jpg","britishshorthair_600x600.jpg","../images/britishshorthair_600x600.jpg"
"",5626,"survey-text-columnResponse",8,101211,"0.0-8.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""husky""}",0,"husky","lib/images/husky_600x600.jpg","husky","husky","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","","dog","dogs","typical","siberian husky","husky_hw","https://pixabay.com/photos/dog-husky-sled-dog-animal-2016708/","husky","_600x600.jpg","husky_600x600.jpg","../images/husky_600x600.jpg"
"",2477,"survey-text-columnResponse",9,103902,"0.0-9.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""flounder""}",0,"flounder","lib/images/clownfish_600x600.jpg","clownfish","flounder","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","","fish","fish","typical","clownfish","clownfish_mz","https://unsplash.com/photos/rEM3cK8F1pk","clownfish","_600x600.jpg","clownfish_600x600.jpg","../images/clownfish_600x600.jpg"
"",1938,"survey-text-columnResponse",10,106053,"0.0-10.0","p874845","9,0,3,2,0,7,3,4","R_2BhDsMHObUzqdbs","{""Q0"":""cat""}",0,"cat","lib/images/oriental_600x600.jpg","oriental","cat","fLtNBztNAMINALgaEGuuCGyW","27","Female","Some College","No","","","","","","","cat","cats","atypical","oriental","oriental_mz","https://en.wikipedia.org/wiki/File:Fatale_de_la_l%C3%A9gende_d%27ali.jpg","oriental","_600x600.jpg","oriental_600x600.jpg","../images/oriental_600x600.jpg"
"[{""page_index"":0,""viewing_time"":8841}]",8843,"instructions",0,8887,"0.0-0.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","",NA,"","","","","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",6087,"survey-text-columnResponse",1,14981,"0.0-1.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""horse""}",0,"horse","lib/images/horse.jpg","horse.jpg","horse","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",3988,"survey-text-columnResponse",2,19174,"0.0-2.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""bird""}",0,"bird","lib/images/bluejay_600x600.jpg","bluejay","bird","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","","bird","birds","typical","bluejay","bluejay_boss","BOSS","bluejay","_600x600.jpg","bluejay_600x600.jpg","../images/bluejay_600x600.jpg"
"",3418,"survey-text-columnResponse",3,22796,"0.0-3.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""fish""}",0,"fish","lib/images/bluegill_600x600.jpg","bluegill","fish","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","","fish","fish","typical","bluegill","bluegill_mz","https://commons.wikimedia.org/wiki/File:Bluegill_(fish).jpg","bluegill","_600x600.jpg","bluegill_600x600.jpg","../images/bluegill_600x600.jpg"
"",3126,"survey-text-columnResponse",4,26128,"0.0-4.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""dog""}",0,"dog","lib/images/dalmatian_600x600.jpg","dalmatian","dog","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","","dog","dogs","typical","dalmatian","dalmatian_boss","BOSS","dalmatian","_600x600.jpg","dalmatian_600x600.jpg","../images/dalmatian_600x600.jpg"
"",3451,"survey-text-columnResponse",5,29783,"0.0-5.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""dog""}",0,"dog","lib/images/yorkshireterrier_600x600.jpg","yorkshireterrier","dog","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","","dog","dogs","atypical","yorkshire terrier","yorkshireterrier_hw","https://pixabay.com/photos/yorkshire-terrier-terrier-dog-361730/","yorkshireterrier","_600x600.jpg","yorkshireterrier_600x600.jpg","../images/yorkshireterrier_600x600.jpg"
"",3542,"survey-text-columnResponse",6,33529,"0.0-6.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""giraffe""}",0,"giraffe","lib/images/giraffe.jpg","giraffe.jpg","giraffe","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",5231,"survey-text-columnResponse",7,38965,"0.0-7.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""turkey""}",0,"turkey","lib/images/turkey_600x600.jpg","turkey","turkey","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","","bird","birds","atypical","turkey","turkey_boss","BOSS","turkey","_600x600.jpg","turkey_600x600.jpg","../images/turkey_600x600.jpg"
"",2124,"survey-text-columnResponse",8,41293,"0.0-8.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""cat""}",0,"cat","lib/images/chartreux_600x600.jpg","chartreux","cat","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","","cat","cats","typical","chartreux","chartreux_mz_2","https://www.pexels.com/photo/animals-cat-chartreux-mieze-357182/","chartreux","_600x600.jpg","chartreux_600x600.jpg","../images/chartreux_600x600.jpg"
"",2427,"survey-text-columnResponse",9,43924,"0.0-9.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""cat""}",0,"cat","lib/images/siamese_600x600.jpg","siamese","cat","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","","cat","cats","atypical","siamese","siamesecat_hw_2","https://pixabay.com/photos/cat-siamese-cat-fur-kitten-2068462/","siamese","_600x600.jpg","siamese_600x600.jpg","../images/siamese_600x600.jpg"
"",3677,"survey-text-columnResponse",10,47805,"0.0-10.0","p876913","8,0,5,5,7,2,5,3","R_2tJVgsKrDKn4kQw","{""Q0"":""fish""}",0,"fish","lib/images/salmon_600x600.jpg","salmon","fish","ywkaNnvNAMINALxWdpXjnthm","37","Male","Bachelor's Degree","No","","","","","","","fish","fish","atypical","salmon","salmon_boss","BOSS","salmon","_600x600.jpg","salmon_600x600.jpg","../images/salmon_600x600.jpg"
"[{""page_index"":0,""viewing_time"":8026}]",8028,"instructions",0,8050,"0.0-0.0","p882760","5,1,3,0,6,4,6,1","R_3e8mnYpc01hw38C","",NA,"","","","","GuBpYtpNAMINALYsOtuGyJbP","49","Female","Bachelor's Degree","Yes","Spanish","","","","","spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"",6341,"survey-text-columnResponse",1,14394,"0.0-1.0","p882760","5,1,3,0,6,4,6,1","R_3e8mnYpc01hw38C","{""Q0"":""Horse""}",0,"Horse","lib/images/horse.jpg","horse.jpg","horse","GuBpYtpNAMINALYsOtuGyJbP","49","Female","Bachelor's Degree","Yes","Spanish","","","","","spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
